,CelebName,CelebImageURL,Description,CelebImage
370, Karthik,"https://m.media-amazon.com/images/M/MV5BOTYzYTQ3YTEtNzFhNi00MzNiLWEyZjUtMjRiNTIyMDc5ZTdmXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR23,0,140,209_AL_.jpg","Karthik is an actor, known for Agni Natchathiram (1988), Kizhakku Vasal (1990) and Varusham Padhinaaru (1989).                ","[[[157 194 214]
  [155 192 212]
  [153 189 213]
  ...
  [ 42  98  93]
  [ 35  91  86]
  [ 31  87  82]]

 [[158 195 215]
  [156 193 213]
  [154 191 213]
  ...
  [ 43  99  94]
  [ 37  93  88]
  [ 33  89  84]]

 [[161 198 218]
  [159 196 216]
  [156 193 215]
  ...
  [ 45  98  95]
  [ 39  93  88]
  [ 35  89  84]]

 ...

 [[194 206 218]
  [198 210 222]
  [205 215 225]
  ...
  [157 164 173]
  [130 133 137]
  [105 107 107]]

 [[198 214 227]
  [196 209 223]
  [197 206 220]
  ...
  [163 170 179]
  [135 139 140]
  [109 112 110]]

 [[174 200 214]
  [186 207 222]
  [199 212 226]
  ...
  [167 172 181]
  [137 139 140]
  [111 112 108]]]"
371, Prabhu,"https://m.media-amazon.com/images/M/MV5BZWI0YmFjZjItNGI5NS00NGFkLTg2YzEtNzNkMTM0YjQ4OTU4XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg","Prabhu is an actor and producer, known for Chinna Thambi (1991), Charlie Chaplin (2002) and Ayan (2009).                ","[[[ 88 110 122]
  [ 89 111 123]
  [ 90 112 124]
  ...
  [ 68  87 100]
  [ 67  86  99]
  [ 67  86  99]]

 [[ 89 111 123]
  [ 90 112 124]
  [ 91 113 125]
  ...
  [ 69  88 101]
  [ 68  87 100]
  [ 68  87 100]]

 [[ 91 113 125]
  [ 92 114 126]
  [ 93 115 127]
  ...
  [ 71  90 103]
  [ 70  89 102]
  [ 70  89 102]]

 ...

 [[192 188 199]
  [193 189 200]
  [194 190 201]
  ...
  [130 166 202]
  [121 157 195]
  [124 160 198]]

 [[189 185 196]
  [190 186 197]
  [191 187 198]
  ...
  [118 154 190]
  [114 150 188]
  [122 158 196]]

 [[194 188 199]
  [194 188 199]
  [192 186 197]
  ...
  [123 159 195]
  [123 159 197]
  [122 158 196]]]"
372, Prabhu Deva,"https://m.media-amazon.com/images/M/MV5BMTY4MzAyODE3NV5BMl5BanBnXkFtZTcwMjM3Mjc4OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg","Prabhu Deva was born as Prabhu Sundaram. He is known for his work on Lakshya (2004), Wanted (2009) and Dabangg 3 (2019). He was previously married to Ramlath.                ","[[[133 200 203]
  [144 215 218]
  [151 230 233]
  ...
  [129 205 224]
  [128 208 225]
  [128 210 227]]

 [[120 187 190]
  [129 200 203]
  [133 214 217]
  ...
  [129 205 224]
  [128 207 226]
  [126 211 227]]

 [[111 179 184]
  [116 189 193]
  [118 201 203]
  ...
  [130 207 226]
  [128 210 228]
  [126 212 230]]

 ...

 [[ 85  78  83]
  [ 83  76  81]
  [ 93  87  92]
  ...
  [168 176 223]
  [169 179 227]
  [170 180 228]]

 [[ 74  67  72]
  [100  94  99]
  [113 109 114]
  ...
  [168 178 225]
  [171 181 229]
  [172 182 230]]

 [[ 83  76  79]
  [104  98 103]
  [109 105 111]
  ...
  [168 178 226]
  [168 177 227]
  [166 177 227]]]"
373, Vijayakanth,"https://m.media-amazon.com/images/M/MV5BZmNmYTNiNzEtZTlmOC00OGFhLTgyYWMtYWYzZDE5NTUyNjFlXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR4,0,140,209_AL_.jpg","Vijayakanth, who's affectionately called 'Puratchi Kalaignar' and 'Captain' by his fans and well-wishers, had to face so many challenges and unfriendly situations before he could achieve the fame and popularity he's enjoying to-day in Tamil filmfield. He, whose original name was Vijayaraj, was born...                ","[[[ 78 115 143]
  [ 78 115 143]
  [ 78 115 143]
  ...
  [ 87 126 154]
  [ 88 127 155]
  [ 88 127 155]]

 [[ 79 116 144]
  [ 79 116 144]
  [ 79 116 144]
  ...
  [ 87 126 154]
  [ 88 127 155]
  [ 89 128 156]]

 [[ 81 118 146]
  [ 81 118 146]
  [ 81 118 146]
  ...
  [ 89 128 156]
  [ 89 128 156]
  [ 89 128 156]]

 ...

 [[ 85 119 143]
  [ 84 118 142]
  [ 84 118 142]
  ...
  [ 61  91 116]
  [ 61  91 116]
  [ 61  91 116]]

 [[ 87 118 143]
  [ 85 119 143]
  [ 86 117 142]
  ...
  [ 61  91 116]
  [ 61  91 116]
  [ 61  91 116]]

 [[ 88 118 143]
  [ 86 117 142]
  [ 87 117 142]
  ...
  [ 62  93 116]
  [ 61  92 115]
  [ 61  92 115]]]"
374, Sathyaraj,"https://m.media-amazon.com/images/M/MV5BMmE2MzUxYTktNTc3My00NWVkLWJiNzMtNjk4ZGEwMWFiZjUwXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg","Kollywood star, Sathyaraj, might have been the very first screen villain to have impressed Tamil audiences by being a cultured, flamboyant antagonist, and it was the audiences' liking for him that eventually led him to becoming one of the leading heroes of Tamil cinema like Rajini Kanth and Kamal ...                ","[[[ 51  95 119]
  [ 52  96 120]
  [ 54  98 122]
  ...
  [ 65 111 142]
  [ 64 110 141]
  [ 64 110 141]]

 [[ 52  96 120]
  [ 53  97 121]
  [ 55  99 123]
  ...
  [ 65 111 142]
  [ 65 111 142]
  [ 64 110 141]]

 [[ 54  97 124]
  [ 55  98 125]
  [ 57 100 127]
  ...
  [ 66 112 143]
  [ 66 112 143]
  [ 65 111 142]]

 ...

 [[ 82 129 156]
  [ 85 132 159]
  [ 87 134 161]
  ...
  [ 61 111 133]
  [ 61 111 133]
  [ 62 112 134]]

 [[ 80 131 157]
  [ 76 127 153]
  [ 74 125 151]
  ...
  [ 60 110 132]
  [ 61 111 133]
  [ 61 111 133]]

 [[ 81 130 156]
  [ 81 130 156]
  [ 80 129 155]
  ...
  [ 60 108 132]
  [ 62 110 134]
  [ 63 111 135]]]"
375, Sarath Kumar,"https://m.media-amazon.com/images/M/MV5BZTc3NmRmMGItZTI2NC00ODE0LWFkY2MtYzk5YjI5MjBiY2RlXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg","Sarath Kumar is an actor and producer, known for Nattamai (1994), Naa Peru Surya Na Illu India (2018) and Suryavamsam (1997).                ","[[[  1  25  61]
  [  2  26  62]
  [  6  28  63]
  ...
  [  2  41 103]
  [  2  40 104]
  [  0  41 104]]

 [[  0  17  55]
  [  0  18  56]
  [  0  20  58]
  ...
  [  4  41 103]
  [  2  40 104]
  [  2  40 104]]

 [[  0  18  63]
  [  0  20  62]
  [  0  20  62]
  ...
  [  7  39 104]
  [  5  40 104]
  [  4  40 104]]

 ...

 [[ 53  45  46]
  [ 58  50  51]
  [ 63  55  56]
  ...
  [  5  66 134]
  [  6  65 137]
  [  7  65 137]]

 [[ 56  48  49]
  [ 58  50  51]
  [ 62  54  55]
  ...
  [  9  77 150]
  [ 11  78 153]
  [ 13  79 157]]

 [[ 58  52  53]
  [ 59  53  54]
  [ 63  57  58]
  ...
  [ 32 106 194]
  [ 38 112 200]
  [ 40 117 203]]]"
376, Sundeep Kishan,"https://m.media-amazon.com/images/M/MV5BY2ZiYTc3NzktYTIwYi00MTI0LWExY2UtYjhiZTYwZTYzNzQ5XkEyXkFqcGdeQXVyMTU0MzI1OTY@._V1_UY209_CR87,0,140,209_AL_.jpg","Sundeep Kishan is an actor and producer, known for Gundello Godari (2013), Maayavan (2017) and Maanagaram (2017).                ","[[[117 179 233]
  [118 182 236]
  [116 182 235]
  ...
  [ 51 139 245]
  [ 51 139 245]
  [ 49 141 244]]

 [[122 181 231]
  [122 183 233]
  [117 180 230]
  ...
  [ 51 139 245]
  [ 51 139 245]
  [ 49 141 244]]

 [[130 185 228]
  [130 185 228]
  [123 181 223]
  ...
  [ 51 139 245]
  [ 51 139 245]
  [ 49 141 244]]

 ...

 [[255 254 255]
  [255 254 255]
  [255 254 255]
  ...
  [255 255 251]
  [255 255 251]
  [253 255 251]]

 [[255 255 254]
  [255 255 254]
  [255 255 254]
  ...
  [255 255 248]
  [255 255 249]
  [255 255 249]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 252]
  [255 255 254]
  [255 255 254]]]"
377, Jagapathi Babu,"https://m.media-amazon.com/images/M/MV5BZTA1M2U3NmYtYjgyZC00MzBjLTk0MmMtNDdlOTE0Y2ZiNzQ0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Jagapathi Babu is an actor, known for Nannaku Prematho (2016), Srimanthudu (2015) and Pulimurugan (2016).                ","[[[248 246 245]
  [248 246 245]
  [248 246 245]
  ...
  [239 239 239]
  [237 237 237]
  [235 235 235]]

 [[248 246 245]
  [248 246 245]
  [248 246 245]
  ...
  [242 242 242]
  [240 240 240]
  [238 238 238]]

 [[248 246 245]
  [248 246 245]
  [248 246 245]
  ...
  [245 245 245]
  [243 243 243]
  [241 241 241]]

 ...

 [[117  98  93]
  [126 107 102]
  [129 110 105]
  ...
  [ 87  75  71]
  [ 96  84  80]
  [103  91  87]]

 [[119 100  95]
  [127 108 103]
  [129 110 105]
  ...
  [ 93  81  77]
  [108  93  90]
  [118 103 100]]

 [[124 105 102]
  [121 102  99]
  [125 106 103]
  ...
  [125 110 107]
  [130 114 108]
  [121 105  99]]]"
378, Navdeep,"https://m.media-amazon.com/images/M/MV5BNGE2MjMzNzMtZTEzYi00MGMwLTg0NmUtM2I3OTE2NTY0NjlhL2ltYWdlXkEyXkFqcGdeQXVyNjgyOTU0ODU@._V1_UY209_CR34,0,140,209_AL_.jpg","Navdeep was born as Navdeep Pallapolu. He is an actor and composer, known for Arindhum Ariyamalum (2005), Arya 2 (2009) and Dhruva (2016).                ","[[[ 20  40  41]
  [ 21  41  42]
  [ 25  44  47]
  ...
  [228 239 229]
  [226 230 231]
  [224 227 232]]

 [[ 34  54  55]
  [ 27  47  48]
  [ 15  34  37]
  ...
  [228 239 229]
  [226 230 231]
  [224 227 232]]

 [[ 63  83  84]
  [ 51  71  72]
  [ 14  33  36]
  ...
  [228 239 231]
  [226 230 231]
  [224 227 232]]

 ...

 [[ 29  33  27]
  [ 49  54  45]
  [ 68  76  66]
  ...
  [ 25  39  37]
  [ 36  50  48]
  [ 46  60  58]]

 [[ 34  41  36]
  [ 30  38  31]
  [ 39  47  40]
  ...
  [ 14  28  26]
  [ 20  34  32]
  [ 25  39  37]]

 [[ 40  54  50]
  [ 32  46  42]
  [ 32  43  40]
  ...
  [ 25  39  37]
  [ 25  39  37]
  [ 24  38  36]]]"
379, Varun Sandesh,"https://m.media-amazon.com/images/M/MV5BM2FhMTViZDktZGFiNy00MzEyLWJkOTQtMjM5MDM4NjM2ZjcxXkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_UY209_CR13,0,140,209_AL_.jpg","Varun Sandesh is known for his work on Kurradu (2009), Happy Days (2007) and Priyudu (2011).                ","[[[ 27  89  65]
  [ 32  97  72]
  [ 42 108  83]
  ...
  [ 65  95  84]
  [ 69  94  84]
  [ 70  94  84]]

 [[ 37 102  77]
  [ 43 109  84]
  [ 52 120  95]
  ...
  [ 67  97  86]
  [ 70  95  85]
  [ 71  95  85]]

 [[ 51 117  92]
  [ 57 125 100]
  [ 66 137 111]
  ...
  [ 69 101  90]
  [ 71  98  88]
  [ 70  95  85]]

 ...

 [[169 169 169]
  [164 164 164]
  [160 160 160]
  ...
  [188 183 184]
  [205 199 200]
  [191 185 186]]

 [[177 177 177]
  [171 171 171]
  [166 166 166]
  ...
  [175 170 171]
  [193 187 188]
  [180 174 175]]

 [[169 171 171]
  [171 173 173]
  [166 168 168]
  ...
  [162 160 160]
  [194 189 190]
  [173 168 169]]]"
380, Nandamuri Kalyan Ram,"https://m.media-amazon.com/images/M/MV5BMGY1N2VkNTctOTQwYS00NTg0LTg5YTMtYThjYzE4NjJjN2NhXkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_UY209_CR86,0,140,209_AL_.jpg","Nandamuri Kalyan Ram is an actor and producer, known for Om 3D (2013), Hare Ram (2008) and Ism (2016).                ","[[[ 16  24  31]
  [ 18  24  29]
  [ 21  26  29]
  ...
  [ 94 127 153]
  [ 98 129 154]
  [100 131 156]]

 [[ 16  23  32]
  [ 16  24  31]
  [ 20  25  28]
  ...
  [ 93 127 156]
  [ 96 129 155]
  [ 98 131 157]]

 [[ 14  23  33]
  [ 13  22  31]
  [ 15  23  30]
  ...
  [ 91 126 159]
  [ 93 126 159]
  [ 94 127 160]]

 ...

 [[166 175 232]
  [148 158 212]
  [136 147 199]
  ...
  [ 34  43  52]
  [ 34  43  52]
  [ 34  44  51]]

 [[117 129 183]
  [112 125 177]
  [119 133 182]
  ...
  [ 35  44  54]
  [ 35  44  53]
  [ 35  44  53]]

 [[109 126 177]
  [125 142 193]
  [132 147 196]
  ...
  [ 28  37  50]
  [ 28  37  50]
  [ 28  37  50]]]"
381, Aadi,"https://m.media-amazon.com/images/M/MV5BMjIwZDczNDAtYzA2OS00ZWU2LWIxNGEtZDY1YjYxYWNhM2NhXkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_UY209_CR42,0,140,209_AL_.jpg","Aadi is an actor, known for Prema Kavali (2011), Operation Gold Fish (2019) and Garam (2016).                ","[[[130 207 233]
  [130 207 233]
  [130 207 233]
  ...
  [ 77 100 132]
  [ 29  51  86]
  [ 13  38  72]]

 [[130 207 233]
  [130 207 233]
  [131 208 234]
  ...
  [ 76  99 131]
  [ 26  51  85]
  [ 13  40  74]]

 [[130 207 233]
  [131 208 234]
  [131 208 234]
  ...
  [ 72  97 131]
  [ 23  49  85]
  [ 15  43  78]]

 ...

 [[  0  45  65]
  [  7  59  76]
  [113 165 182]
  ...
  [ 51  70  83]
  [ 20  39  44]
  [  0  15  16]]

 [[ 22  66  90]
  [  0  46  68]
  [ 88 135 156]
  ...
  [152 178 184]
  [121 148 145]
  [ 54  81  72]]

 [[ 42  77 111]
  [  1  39  71]
  [ 73 116 143]
  ...
  [ 42  76  76]
  [114 151 141]
  [152 191 175]]]"
382, Tarun Kumar,"https://m.media-amazon.com/images/M/MV5BMTEzYjQwYzEtMDAwYS00OGE3LWEyODMtYjFhNTE2ZWNhM2E3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR19,0,140,209_AL_.jpg","Tarun Kumar was born on February 24, 1931 in Calcutta, Bengal Presidency, British India. He was an actor, known for Jhinder Bandi (1961), Ajantay (1984) and Fuleswari (1974). He was married to Subrata Chatterjee. He died on October 27, 2003 in Kolkata, West Bengal, India.                ","[[[ 12  18  25]
  [ 11  17  24]
  [ 11  17  24]
  ...
  [194 212 229]
  [199 215 231]
  [199 215 231]]

 [[ 13  19  26]
  [ 12  18  25]
  [ 12  18  25]
  ...
  [165 183 200]
  [170 186 202]
  [171 187 203]]

 [[ 14  20  27]
  [ 14  20  27]
  [ 13  19  26]
  ...
  [168 184 201]
  [173 188 204]
  [174 189 205]]

 ...

 [[186 205 220]
  [169 189 206]
  [132 156 174]
  ...
  [150 174 194]
  [152 174 192]
  [152 174 192]]

 [[183 201 218]
  [166 186 204]
  [130 154 174]
  ...
  [149 173 193]
  [149 173 191]
  [149 173 191]]

 [[185 202 223]
  [155 174 195]
  [114 135 157]
  ...
  [147 172 192]
  [147 173 190]
  [147 173 190]]]"
383, Nikhil Siddharth,"https://m.media-amazon.com/images/M/MV5BZDIxNDI0YzEtNThiMC00OGNjLWE1ZWQtYTlhYjdiOThjNWMyXkEyXkFqcGdeQXVyMjY1MjkzMjE@._V1_UY209_CR34,0,140,209_AL_.jpg","Nikhil was born in Begumpet, Hyderabad. Nikhil did his schooling in Hyderabad Public School (HPS) in Begumpet and St. Patricks' High School, Secunderabad. He was brilliant in school and was a merit student. He studied at the RVR&JC engineering college, Guntur. He started out as an assistant ...                ","[[[ 16 128 164]
  [ 27 135 169]
  [ 47 149 178]
  ...
  [  0   0  11]
  [ 40  40  58]
  [113 115 133]]

 [[ 38 142 179]
  [ 33 133 168]
  [ 50 143 176]
  ...
  [  0   0  13]
  [ 43  50  67]
  [100 108 125]]

 [[ 53 141 181]
  [ 47 132 170]
  [ 63 141 177]
  ...
  [ 79  96 109]
  [111 130 145]
  [135 156 171]]

 ...

 [[209 217 240]
  [211 220 240]
  [211 224 240]
  ...
  [ 95 142 156]
  [ 94 141 155]
  [ 89 136 150]]

 [[182 191 211]
  [181 193 211]
  [185 198 214]
  ...
  [ 95 142 156]
  [ 93 140 154]
  [ 89 136 150]]

 [[ 22  33  53]
  [ 29  43  62]
  [ 42  56  74]
  ...
  [ 95 140 154]
  [ 95 140 154]
  [ 96 141 155]]]"
384, Pradeep Singh Rawat,"https://m.media-amazon.com/images/M/MV5BNmZkOTE2NGItMTI4Ni00ZWRjLTkzYzktY2NhODU2MDJiYjAxXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR0,0,140,209_AL_.jpg","Pradeep Singh Rawat is an actor, known for Ghajini (2008), Lagaan: Once Upon a Time in India (2001) and 1 - Nenokkadine (2014). He is married to Kalyani Rawat.                ","[[[158 147 150]
  [134 123 125]
  [138 127 129]
  ...
  [ 94  89  90]
  [ 90  82  83]
  [ 88  80  80]]

 [[145 133 139]
  [122 111 114]
  [126 115 117]
  ...
  [103  97 102]
  [ 97  90  93]
  [ 96  88  89]]

 [[167 154 162]
  [141 129 135]
  [143 131 137]
  ...
  [117 109 120]
  [109 100 110]
  [106  98 105]]

 ...

 [[154 228 170]
  [152 226 168]
  [156 229 173]
  ...
  [156 236 177]
  [158 238 179]
  [158 238 179]]

 [[154 227 171]
  [153 227 169]
  [157 231 173]
  ...
  [157 237 178]
  [159 238 181]
  [159 239 180]]

 [[154 224 171]
  [154 225 169]
  [158 230 170]
  ...
  [151 230 173]
  [154 230 176]
  [156 233 176]]]"
385, Kalabhavan Mani,"https://m.media-amazon.com/images/M/MV5BMWQwZjA4OTEtNmZhNC00Y2FlLWFiNjctZmUxMTVkYjk1ZjgwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Kalabhavan Mani (born 1 January 1971) is a South Indian actor and singer. He began his career in Malayalam film industry, later he became a busy artist in Tamil and Telugu industry, especially in villain roles. Although he began his career as a comedian, Mani proved his versatility roles such as ...                ","[[[212 219 234]
  [209 218 232]
  [207 216 230]
  ...
  [212 228 251]
  [212 229 250]
  [212 229 250]]

 [[212 219 234]
  [209 218 232]
  [207 216 230]
  ...
  [212 228 251]
  [212 229 250]
  [212 229 250]]

 [[212 219 234]
  [209 218 232]
  [207 216 230]
  ...
  [211 227 250]
  [212 229 250]
  [212 229 250]]

 ...

 [[160 249 239]
  [155 242 238]
  [155 238 246]
  ...
  [ 94 217 255]
  [ 92 217 255]
  [ 90 217 255]]

 [[149 243 239]
  [150 240 241]
  [156 238 249]
  ...
  [ 92 217 255]
  [ 90 217 255]
  [ 88 218 255]]

 [[154 240 252]
  [154 239 249]
  [160 239 250]
  ...
  [ 91 218 255]
  [ 86 218 255]
  [ 85 218 255]]]"
386, Rajendra Prasad,"https://m.media-amazon.com/images/M/MV5BOTQ4ZmQyM2ItN2Q5ZC00M2U3LWIxNzUtMmRlYjAzYThkNTVmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR4,0,140,209_AL_.jpg","Rajendra Prasad was born on July 19, 1956 in Nimmakuru, Krishna District, Andhra Pradesh, India as Babu Rajendra Prasad Gadde. He is known for his work on Srimanthudu (2015), Nannaku Prematho (2016) and Mahanati (2018).                ","[[[ 95 202 186]
  [ 96 199 184]
  [100 197 183]
  ...
  [ 86 112 119]
  [ 85 111 117]
  [ 83 109 115]]

 [[103 202 186]
  [102 201 183]
  [107 198 183]
  ...
  [ 87 113 119]
  [ 85 111 117]
  [ 84 110 116]]

 [[112 199 179]
  [113 198 176]
  [116 195 176]
  ...
  [ 90 114 120]
  [ 89 113 119]
  [ 87 112 116]]

 ...

 [[113 130 116]
  [112 128 111]
  [110 122 104]
  ...
  [159 167 167]
  [151 160 164]
  [144 152 159]]

 [[108 125 112]
  [105 120 106]
  [101 113  95]
  ...
  [160 168 167]
  [149 156 159]
  [137 146 150]]

 [[118 132 121]
  [116 128 116]
  [108 118 102]
  ...
  [156 163 158]
  [141 147 146]
  [127 135 134]]]"
387, Allu Sirish,"https://m.media-amazon.com/images/M/MV5BM2ZkNzdhZGMtNTIxNS00MzA2LWFlODYtNjQ2M2U5OWVmODJhXkEyXkFqcGdeQXVyMjY1MjkzMjE@._V1_UY209_CR88,0,140,209_AL_.jpg","Allu Sirish was born on May 30, 1987 in Madras, Tamil Nadu, India. He is an actor and producer, known for Ghajini (2008), Okka Kshanam (2017) and Kotha Janta (2014).                ","[[[ 25  42  61]
  [  0  16  35]
  [  0  85 101]
  ...
  [107 137 216]
  [110 138 215]
  [111 139 216]]

 [[  0  30  51]
  [  0  23  44]
  [  0  91 109]
  ...
  [ 99 129 208]
  [101 131 210]
  [102 132 209]]

 [[  0  24  48]
  [ 15 100 122]
  [ 55 186 206]
  ...
  [ 87 117 198]
  [ 89 119 200]
  [ 92 123 202]]

 ...

 [[ 32  38  61]
  [ 45  52  72]
  [ 49  59  76]
  ...
  [ 72 106 176]
  [ 70 105 178]
  [ 70 105 178]]

 [[ 37  47  65]
  [ 48  58  76]
  [ 48  57  77]
  ...
  [ 75 109 179]
  [ 73 108 181]
  [ 73 108 181]]

 [[ 54  70  82]
  [ 56  72  85]
  [ 44  55  75]
  ...
  [ 75 108 181]
  [ 75 107 182]
  [ 75 107 182]]]"
388, Suneel,"https://m.media-amazon.com/images/M/MV5BYzljYzFhYWQtMDQxYy00OWVkLTgzNGMtMTVkMWM5NGI4MDk3XkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_UY209_CR70,0,140,209_AL_.jpg","Suneel was born as Sunil Varma Indukuri. He is an actor, known for Tadakha (2013), Nuvvostanante Nenoddantana (2005) and Peda Babu (2004). He has been married to Sruthi since 2002. They have two children.                ","[[[ 58 126 115]
  [ 57 123 112]
  [ 60 117 108]
  ...
  [ 74 140 129]
  [ 74 142 131]
  [ 76 144 133]]

 [[ 53 116 106]
  [ 56 117 107]
  [ 62 117 108]
  ...
  [ 76 142 131]
  [ 76 144 133]
  [ 78 146 135]]

 [[ 56 111 102]
  [ 62 115 106]
  [ 70 119 111]
  ...
  [ 79 145 134]
  [ 79 147 136]
  [ 81 149 138]]

 ...

 [[199 145 104]
  [196 142 101]
  [193 139  98]
  ...
  [233 167 116]
  [233 167 116]
  [233 167 116]]

 [[200 146 105]
  [197 143 102]
  [192 138  97]
  ...
  [233 167 116]
  [233 167 116]
  [233 167 116]]

 [[200 143 104]
  [197 140 101]
  [194 137  98]
  ...
  [235 169 118]
  [235 169 118]
  [235 169 118]]]"
389, Prakash Raj,"https://m.media-amazon.com/images/M/MV5BMjQ2MjA4NjU0MF5BMl5BanBnXkFtZTgwMTgwMDMzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg","Prakash Raj was born on March 26, 1965 in Bangalore, Mysore State, India as Prakash Rai. He is an actor and producer, known for Anniyan (2005), Kalki (1996) and Un Samayal Arayil (2014).                ","[[[200 216 223]
  [200 216 223]
  [201 217 224]
  ...
  [128 142 164]
  [128 142 164]
  [127 141 163]]

 [[201 217 224]
  [201 217 224]
  [202 218 225]
  ...
  [170 184 206]
  [170 184 206]
  [169 183 205]]

 [[202 218 225]
  [202 218 225]
  [203 219 226]
  ...
  [173 187 209]
  [172 186 208]
  [172 186 208]]

 ...

 [[ 15  20  29]
  [ 15  20  29]
  [ 15  20  29]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 15  20  29]
  [ 15  21  28]
  [ 15  20  29]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 14  20  27]
  [ 14  20  25]
  [ 14  20  27]
  ...
  [ 12  16  17]
  [ 14  16  17]
  [ 12  16  17]]]"
390, Rahul Dev,"https://m.media-amazon.com/images/M/MV5BZjQxMTRhNzktZmM4OS00ZmZlLTkxYzYtMmI1ZWMzNTFmMTdkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR13,0,140,209_AL_.jpg","Rahul Dev was born as Rahul Dev Kaushal. He is an actor, known for Champion (2000), Footpath (2003) and Asoka (2001).                ","[[[37 63 80]
  [37 63 80]
  [37 63 80]
  ...
  [32 32 32]
  [31 31 31]
  [29 29 29]]

 [[37 63 80]
  [37 63 80]
  [37 63 80]
  ...
  [28 28 28]
  [27 27 27]
  [26 26 26]]

 [[37 63 80]
  [37 63 80]
  [37 63 80]
  ...
  [23 23 23]
  [22 22 22]
  [21 21 21]]

 ...

 [[82 51 48]
  [82 51 48]
  [82 51 48]
  ...
  [82 51 48]
  [82 51 48]
  [82 51 48]]

 [[82 51 48]
  [82 51 48]
  [82 51 48]
  ...
  [83 52 49]
  [83 52 49]
  [83 52 49]]

 [[82 53 49]
  [82 53 49]
  [83 52 49]
  ...
  [80 47 44]
  [83 50 47]
  [84 51 48]]]"
391, Raj Kiran,"https://m.media-amazon.com/images/M/MV5BMTA0NmNjOGEtYWJmNS00MDJjLWE5NjUtMTkyYzA4MjM1MDg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR6,0,140,209_AL_.jpg","Raj Kiran is an actor and producer, known for Thavamai Thavamiruntu (2005), En Rasavin Manisile (1991) and Power Paandi (2017).                ","[[[158 161 165]
  [158 161 165]
  [158 161 165]
  ...
  [147 150 154]
  [147 150 154]
  [147 150 154]]

 [[158 161 165]
  [158 161 165]
  [158 161 165]
  ...
  [147 150 154]
  [147 150 154]
  [147 150 154]]

 [[158 161 165]
  [158 161 165]
  [158 161 165]
  ...
  [148 151 155]
  [148 151 155]
  [148 151 155]]

 ...

 [[143 146 150]
  [144 147 151]
  [144 147 151]
  ...
  [154 156 156]
  [154 156 156]
  [154 156 156]]

 [[143 146 150]
  [143 146 150]
  [144 147 151]
  ...
  [154 156 156]
  [154 156 156]
  [154 156 156]]

 [[144 147 151]
  [144 147 151]
  [144 147 151]
  ...
  [152 157 156]
  [152 157 156]
  [152 157 156]]]"
392, Rao Ramesh,"https://m.media-amazon.com/images/M/MV5BYjg1N2E5MjctNDBlYy00YmYyLWE4YzctYjJiMWMyZjBmZGMzXkEyXkFqcGdeQXVyMjY1MjkzMjE@._V1_UY209_CR155,0,140,209_AL_.jpg","Rao Ramesh is an actor, known for Duvvada Jagannadham (2017), A... Aa (2016) and Magadheera (2009).                ","[[[ 11  22  26]
  [ 11  22  26]
  [ 14  22  29]
  ...
  [104 104  86]
  [103 105  85]
  [103 105  85]]

 [[ 11  22  26]
  [ 11  22  26]
  [ 14  22  29]
  ...
  [104 104  86]
  [103 105  85]
  [103 105  85]]

 [[ 11  22  26]
  [ 12  23  27]
  [ 15  23  30]
  ...
  [104 104  86]
  [103 105  85]
  [103 105  85]]

 ...

 [[ 79  77 107]
  [ 76  74 104]
  [ 75  73 103]
  ...
  [234 234 220]
  [235 233 222]
  [235 233 222]]

 [[105 102 128]
  [ 94  91 117]
  [ 80  76 105]
  ...
  [235 234 220]
  [235 233 222]
  [235 233 222]]

 [[186 182 201]
  [158 153 174]
  [120 114 137]
  ...
  [237 233 222]
  [237 233 222]
  [237 233 222]]]"
